Titre;Prix;Lien;Source;Annonce-Detectee;Annonce-Deposee;Marque;Modèle;Année;Kilométrage;Boite_Vitesse;Energie;Localisation;Puissance_Fiscale;Etat_Vehicule;Statut;Description;Options;Nb_Options;Transmission;Date_Reference_Annonce;Age_Annonce_Jours
Seat Arona Xcellence 1.0 TSi 12V 110 cv;65000.0;https://www.automobile.tn/fr/occasion/seat/arona/128962;automobile.tn;2026-08-05;2026-08-04;Seat;Arona;2021.0;84965.0;;Essence;Ariana;6.0;;;SUV, 6 cv, transmission Traction, Accoudoir avant, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Connectivité Aux, usb, iPod, Navigation, Sièges réglables en hauteur, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur La Manouba;;0.0;;2026-08-04;10
Nissan Juke Tekna Perso 1.0 DIG-T 12V 7DCT 117 cv Boîte auto;75000.0;https://www.automobile.tn/fr/occasion/nissan/juke/128963;automobile.tn;2026-08-05;2026-08-04;Nissan;Juke;2024.0;22000.0;Automatique;Essence;Ariana;6.0;;;A vendre nouvelle Juke , en très bon état, toutes options de couleur noire avec boite automatique, cuir alcantara, jaute 19, caméra 360°, état impeccable. Prix négociable. Tunis;Alarme anti-intrusion | Android Auto | Apple Carplay | Palettes au volant | Caméra de recul | Caméras 360 | Accès sans clé;7.0;;2026-08-04;10
Audi A6 Ambition Luxe;65000.0;https://www.automobile.tn/fr/occasion/audi/a6/128964;automobile.tn;2026-08-05;2026-08-04;Audi;A6;2015.0;184529.0;;Essence;Ariana;10.0;;;;Alarme anti-intrusion | Sièges électriques | Caméra de recul;3.0;;2026-08-04;10
Hyundai Tucson Executive 1.6 CRDi 16V Mild Hybrid 2WD DCT7 S&S 136 cv Boîte auto;75000.0;https://www.automobile.tn/fr/occasion/hyundai/tucson/128965;automobile.tn;2026-08-05;2026-08-04;Hyundai;Tucson;2020.0;157230.0;Automatique;Hybride léger diesel;Ariana;7.0;;;2020 Hyundai Tucson hybride BVA 78 000 DT Négociable 20/02/2020 TU249 1.6L Diesel 7 CV 127 000 KM Échange possible Disponible à notre showroom TUNISIE AUTO PRIX Ezzahra Contactez : 25551771 / 98759655 / 24111140 Ben Arous;;0.0;;2026-08-04;10
Ssangyong Rexton RX 200 2.0 e-XDi 16V 4WD T-Tronic 155 cv Boîte auto;55000.0;https://www.automobile.tn/fr/occasion/ssangyong/rexton/128966;automobile.tn;2026-08-05;2026-08-04;Ssangyong;Rexton;2015.0;277580.0;Automatique;Diesel;Ariana;10.0;;;;Alarme anti-intrusion | Caméra de recul | Toit ouvrant;3.0;;2026-08-04;10
Mercedes-Benz Classe C AMG 180 1.5 i 16V EQ Boost 9G-TRONIC 170 cv Boîte auto;160000.0;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/128967;automobile.tn;2026-08-05;2026-08-04;Mercedes-Benz;Classe C;2023.0;64000.0;Automatique;Hybride léger essence;Ben Arous;9.0;;;;;0.0;;2026-08-04;10
GWM Haval Jolion 1.5 T 143 cv Boîte auto;66000.0;https://www.automobile.tn/fr/occasion/great-wall/jolion/128969;automobile.tn;2026-08-05;2026-08-04;Gwm;Haval Jolion;2021.0;126000.0;Automatique;Essence;Ben Arous;9.0;;;Spark Auto vous propose une Haval Jolion à la vente. Cette voiture a été inspectée par nos agents pour garantir une qualité optimale. Un diagnostic complet est disponible sur notre site web. Tunis;Alarme anti-intrusion | Android Auto | Apple Carplay | Instrumentation numérique | Palettes au volant | Sièges chauffants | Caméra de recul | Caméras 360 | Toit ouvrant | Toit panoramique | Accès sans clé;11.0;;2026-08-04;10
Peugeot 207 cc 1.6 e 16V 120cv;28000.0;https://www.automobile.tn/fr/occasion/peugeot/207-cc/128970;automobile.tn;2026-08-05;2026-08-04;Peugeot;207 cc;2012.0;170000.0;;Essence;Ben Arous;7.0;;;1 ère main achetée chez Peugeot stafim Tunis Prix négociable cause départ Visible à Sousse Réparation électricité du toit et coffre à prévoir et changement de pneu avant Pneu arrière neuf changé en 2025 Sousse;;0.0;;2026-08-04;10
KIA Cee'd hybride rechargable GT 1.6 T-GDI 16V GPF DCT7 ISG 204 cv Boîte auto;105000.0;https://www.automobile.tn/fr/occasion/kia/ceed/128971;automobile.tn;2026-08-05;2026-08-04;Kia;Cee'd;2022.0;90000.0;Automatique;Essence;Tunis;5.0;;;Entretients a jours maison kia tunisie Prix negociable Ariana;Android Auto | Apple Carplay | Navigation | Sièges électriques | Caméra de recul;5.0;;2026-08-04;10
Mazda 2;37000.0;https://www.automobile.tn/fr/occasion/mazda/2/128972;automobile.tn;2026-08-05;2026-08-04;Mazda;2;2015.0;114000.0;;Essence;Jendouba;5.0;;;2016 Mazda 2 BVM5 32 500 DT Négociable 11/03/2016 TU 187 1.5L Essence 6 CV 193 000 KM Entretien a jour Échange possible Disponible SUR RDV à notre showroom Ennaser Route X20 Contactez le : 22801802 / 25551771 Ariana;Caméra de recul;1.0;;2026-08-04;10
BMW Série 4 Coupé 420i 2.0 i 16V Steptronic8 184 cv Boîte auto;169000.0;https://www.automobile.tn/fr/occasion/bmw/serie-4-coupe/128924;automobile.tn;2026-08-05;2026-08-04;Bmw;Série 4 Coupé;2023.0;52000.0;Automatique;Essence;Tunis;10.0;;;Bmw série 4 coupé occasion à vendre Ariana;Alarme anti-intrusion | Affichage tête haute | Android Auto | Apple Carplay | Instrumentation numérique | Navigation | Palettes au volant | Sièges chauffants | Sièges massants | Sièges ventilés | Sièges électriques | Caméra de recul | Toit ouvrant | Toit panoramique | Accès sans clé | Conduite semi-autonome;16.0;;2026-08-04;10
BMW X3;167000.0;https://www.automobile.tn/fr/occasion/bmw/x3/128925;automobile.tn;2026-08-05;2026-08-04;Bmw;X3;2022.0;44000.0;;Hybride rechargeable essence;Tunis;10.0;;;BMW X3 xDrive30e Pack M – Fin 2022 PHEV – Hybride rechargeable Essence 2.0L – 10 CV 37.000 km TEL 23 117 917 Finition Pack M – Sport & élégance BMW Équipements & options : Pack M intérieur & extérieur Affichage tête haute (HUD) Cockpit digital Intérieur cuir haut de gamme Sièges électriques à mémoire & chauffants Toit ouvrant panoramique Caméra 360° + aides au stationnement Coffre électrique Rétroviseurs électriques rabattables & photosensibles Éclairage LED automatique Grand écran tactile multimédia Volant sport multifonction M Climatronic BMW X3 xDrive30e Pack M = luxe, performance et technologie hybride Disponible A MONASTIR 23 117 917 Monastir;Alarme anti-intrusion | Affichage tête haute | Android Auto | Apple Carplay | Instrumentation numérique | Navigation | Palettes au volant | Sièges chauffants | Sièges massants | Sièges ventilés | Sièges électriques | Caméra de recul | Caméras 360 | Coffre électrique | Toit ouvrant | Toit panoramique | Accès sans clé | Conduite semi-autonome;18.0;;2026-08-04;10
Volkswagen Golf 8;87000.0;https://www.automobile.tn/fr/occasion/volkswagen/golf-8/128926;automobile.tn;2026-08-05;2026-08-04;Volkswagen;Golf 8;2021.0;69000.0;;Hybride rechargeable essence;Tunis;8.0;;;Golf 8 essence Boite automatique importé de la France très propre comme neuf. Essence Boite automatique modèle /07/2021 Km 170 k Serie 262 Toutes options : Phares avant et Feux de jour ont LED Phares de route adaptatifs Feux arrière à LED Radar de stationnement AR/AV Caméra de recul Rétroviseurs électriques rabattables Démarrage sans clé Freinage automatique d'urgence jantes en aluminium Éclairage d'ambiance Capteur d'angle mort Avertisseur de franchissement de ligne USB-C| Apple Carplay |Android auto|bluetooth |chargeur de téléphone sans fil | Mirrorlink Gps Digital cockpit climatisation bi zone 5 pneus neufs Sousse;Alarme anti-intrusion | Android Auto | Apple Carplay | Instrumentation numérique | Palettes au volant | Sièges chauffants | Sièges massants | Sièges ventilés | Sièges électriques | Caméra de recul | Toit ouvrant | Toit panoramique | Accès sans clé | Conduite semi-autonome;14.0;;2026-08-04;10
GWM Haval Jolion 1.5 T 143 cv Boîte auto;66000.0;https://www.automobile.tn/fr/occasion/great-wall/jolion/128911;automobile.tn;2026-08-05;2026-08-04;Gwm;Haval Jolion;2021.0;125000.0;Automatique;Essence;Ben Arous;9.0;;;2021 Haval Jolion BVA Toit pano 66 000 DT Négociable 15/07/2021 TU224 1.5L Essence 9 CV 126 000 KM Échange possible Disponible à notre showroom TUNISIE AUTO PRIX Ezzahra Contactez : 25551771 / 98759655 / 24111140 Ben Arous;Caméra de recul | Caméras 360;2.0;;2026-08-04;10
MAHINDRA KUV 100 K8 PREMIÈRE MAIN EN EXCELLENT ÉTAT BOÎTE MANUELLE;32000.0;https://www.tayara.tn/item/voitures/ariana/borj-louzir/mahindra-kuv-100-k8-premire-main-en-excellent-tat-bote-manuelle/6a7202c76ef0e97a6c16565c/;tayara.tn;2026-08-05;2026-08-04;Mahindra;Hover;2023.0;90000.0;Automatique;Essence;Ariana;5.0;;;Afficher le numéro   TRES BELLE VOITURE MAHINDRA KUV 100  PREMIERE MAIN TRÈS PROPRE   VOITURE A L'ETAT ORIGINE JAMAIS  CLIMATISEUR CLIMATRONIC    TOUCHÉE OU RETOUCHÉE PEINTURE DE   LA MAISON   MOTEUR 5 CV  1.2 TRÈS PROPRE    CLÉ INTELLIGENT ACCÈS À MAIN LIBRE   CIEGE AVANT RÉGLABLE EN HAUTEUR   VOLANT RÉGLABLE EN HAUTEUR   FEUX DE JOUR   JANTES EN ALUMINIUM ÉMOTION   CHROMÉ   RÉTROVISEURS EXTÉRIEURS  ANTI DÉMARRAGE ÉLECTRONIQUE   BOÎTE A GANTS RÉFRIGÉRÉ   FEUX LED  ALARME ANTI - INTRUSION    ÉLECTRIQUES ET RABATTABLE   ÉLECTRIQUEMENT   BLOO TOUTH TÉLÉPHONE A MAIN LIBRE   CONNECTIVITÉ AUX USB   ÉCRAN TACTILE 7 POUCES   4 VITRES ELECTRIQUES  VISIBLE A BORJ LOUZIR ARIANA;;;;2026-08-04;10
Avendre Fiat punto 1 en très bon état nm de tlf 96 028 174;12500.0;https://www.tayara.tn/item/voitures/tunis/el-ouardia/avendre-fiat-punto-1-en-trs-bon-tat-nm-de-tlf-96-028-174/6a7208416ef0e97a6c1659a8/;tayara.tn;2026-08-05;2026-08-04;Fiat;Punto;1995.0;400000.0;Manuelle;Essence;Tunis;4.0;;;Climatisé  Assisté  Vitres électriques  Tout Vitres original  Moteur fire neuf  Voiture 0 défaut  Disponible a wardia  Nm de tlf Afficher le numéro;;;;2026-08-04;10
Mercedes-Benz GLC Coupé 250 d 2.1 d 16V 4MATIC 9G-Tronic 204 cv Boîte auto;139000.0;https://www.automobile.tn/fr/occasion/mercedes-benz/glc-coupe/128950;automobile.tn;2026-08-05;2026-08-03;Mercedes-Benz;GLC Coupé;2017.0;161000.0;Automatique;Diesel;Sfax;12.0;;;2017 Mercedes GLC 220d Coupe 4 Matic BVA 137 900 DT Négociable 07/11/2017 TU 257 Importée 2.2L Diesel 9 CV 128 000 KM a jour Échange possible Disponible SUR RDV à notre showroom Ennaser Route X20 Contactez le : 22801802 / 25 551 771 Ariana;Alarme anti-intrusion | Caméra de recul | Caméras 360 | Coffre électrique;4.0;;2026-08-03;11
BMW SERIE 2 PACK M PERFORMANCE;180000.0;https://www.tayara.tn/item/voitures/tataouine/tataouine/bmw-serie-2-pack-m-performance/6a72112e6ef0e97a6c166095/;tayara.tn;2026-08-05;2026-08-04;Bmw;Serie 2;2024.0;80000.0;Automatique;Essence;Tataouine;;;;BMW SERIE 2 PACK M PERFORMANCE  ANNÉE fin 2023/2024  TOUT OPTION , rien à signaler  Voiture très propre  Ful option  Appelle moi si intéressé seulement merci     Afficher le numéro   Afficher le numéro;;;;2026-08-04;10
Clio 4 dci;33000.0;https://www.tayara.tn/item/voitures/kairouan/kairouan/clio-4-dci/6a721174f1282c6658e37d5e/;tayara.tn;2026-08-05;2026-08-04;Renault;Clio;2016.0;33500.0;Manuelle;Diesel;Kairouan;4.0;;;Les sérieux contactez par message je réponds pas au téléphone. Voiture importe de France 1ere main en Tunisie;;;;2026-08-04;10
BMW f10 520d an 2015 toute options;72000.0;https://www.tayara.tn/item/voitures/la-manouba/la-manouba/bmw-f10-520d-an-2015-toute-options/6a7218a6f1282c6658e382ef/;tayara.tn;2026-08-05;2026-08-04;Bmw;Serie 5;2015.0;221000.0;Automatique;Diesel;La Manouba;10.0;;;A vendre ou à échanger une Très belle BMW Série 5 F10 520d Diesel ⛽ 10 chevaux 2.0L Boîte automatique et toit  Toute option. voiture en très bon état comme neuf zéro dépenses à prévoir  ⏩ Boîte Auto Cobra  ⏩ Toit ouvrant  ⏩ LED et bi-xeno d'origine  ⏩ Feu et essuie glace auto ⏩ écran Central  ⏩ Radar avant et arrière avec Caméra ⏩ Bluetooth  ⏩ Limitateur et régulateur de vitesse  ⏩ Siège Sport électrique meémorisable  ⏩ Volon Cuir multifonction  ⏩ Jantes Alu  par 18 ⏩  Km :220.000 km Énergie : Diesel 10 chevaux 2.0L Modèle : Fin 2015 Prix  négociable dans les limites possible  Téléphone Afficher le numéro  Disponible à Manouba;;;;2026-08-04;10
CITROËN C 3 PREMIÈRE MAIN TRÈS PROPRE BOÎTE MANUELLE;34500.0;https://www.tayara.tn/item/voitures/bizerte/zarzouna/citron-c-3-premire-main-trs-propre-bote-manuelle/6a7219c3f1282c6658e383c5/;tayara.tn;2026-08-05;2026-08-04;Citroën;C35;2020.0;79000.0;Automatique;Essence;Bizerte;4.0;;;Afficher le numéro   VOITURE CITROËN C 3 PREMIÈRE A LA   CARTE GRISE EN ÉTAT NEUF   VOITURE TRÈS PROPRE INTÉRIEUR ET   EXTÉRIEUR JAMAIS TOUCHÉE OU   RETOUCHÉE PEINTURE D'ORIGINE   ENTRETIENS RÉGULIERS CHEZ   CONCESSIONNAIRE   AVEC CARNET D'ENTRETIEN   CLIMATISEUR EN FONCTION   FERMETURE CENTRALISÉE   CONNECTIVITÉ AUX   BLOO TOUTH TÉLÉPHONE MAIN LIBRE   VISIBLE A BIZERTE;;;;2026-08-04;10
Kia rio;39500.0;https://www.tayara.tn/item/voitures/ben-arous/el-mourouj-6/kia-rio/6a721b5a6ef0e97a6c166873/;tayara.tn;2026-08-05;2026-08-04;Kia;Rio;2016.0;130000.0;Manuelle;Essence;Ben Arous;5.0;;;Voiture en très bon état et bien entretenue;;;;2026-08-04;10
Golf 6 1.4 Team;41000.0;https://www.tayara.tn/item/voitures/tunis/el-menzah-9/golf-6-14-team/6a71d0366ef0e97a6c162a68/;tayara.tn;2026-08-05;2026-08-04;Volkswagen;Golf;2010.0;;Manuelle;Essence;Tunis;5.0;;;"Un particulier propose à la vente une Golf6 1.4 TEAM moteur atmosphérique essence 5cv fin année 2010 et importée d'Allemagne en 2015 (première main). Voiture jamais accidentée. Tous les entretiens sont effectués à maison Ennakl charguia: carnet d'entretien et factures à l'appui. Prix: 41 md négociable. Voiture visible à Menzeh9. Contact: Afficher le numéro. Voiture bien équipée en options dont : Jantes en Aluminium 17"" Park Assist Sièges chauffants Aide au démarrage en côte Détecteurs de luminosité Détecteurs de pluie Régulateur de vitesse Feux antibrouillard Feux de jour Radar de stationnement AV et AR Répétiteurs de clignotant dans rétro ext Rétroviseurs dégivrants Accoudoir arrière Accoudoir central Boite à gants réfrigérée Clim automatique bi-zones Direction assistée Rétroviseur intérieur électrochrome Sièges avant réglables en hauteur-lombaire Vitres teintées d'origine Volant réglable en profondeur et hauteur Fermeture centrale à distance ABS Aide au freinage d'urgence Airbag conducteur Airbag genoux Airbag passager déconnectable Airbags latéraux avant Airbags rideaux AV et AR Antidémarrage électronique Antipatinage Appuis-tête avant actifs EBD ESP ...";;;;2026-08-04;10
Citroen C3;34000.0;https://www.tayara.tn/item/voitures/nabeul/autres-villes/citroen-c3/6a71d1cb6ef0e97a6c162bc5/;tayara.tn;2026-08-05;2026-08-04;Citroën;C3;2020.0;166000.0;Manuelle;Essence;Nabeul;4.0;;;voiture 1ere main très bonne état  0 masrouf;;;;2026-08-04;10
Peugeot 208 propre a vendre;29400.0;https://www.tayara.tn/item/voitures/ben-arous/mgrine/peugeot-208-propre-a-vendre/6a71d67df1282c6658e34be6/;tayara.tn;2026-08-05;2026-08-04;Peugeot;208;2019.0;109000.0;Manuelle;Essence;Ben Arous;4.0;;;Peugeot 208 propre, année 2019, climatiseur en marche, 2 vitre électrique,  abs, airbag , fermeture centrale , siège reglable , 1 ère main,  voiture bien entretenu , kilométrage certifié, Prix négociable  Numéro : Afficher le numéro . Disponible a megrine.;;;;2026-08-04;10
Peugeot 208 propre a vendre;29400.0;https://www.tayara.tn/item/voitures/ben-arous/mgrine/peugeot-208-propre-a-vendre/6a71d6a6f1282c6658e34c0a/;tayara.tn;2026-08-05;2026-08-04;Peugeot;208;2019.0;109000.0;Manuelle;Essence;Ben Arous;4.0;;;Peugeot 208 propre, année 2019, climatiseur en marche, 2 vitre électrique,  abs, airbag , fermeture centrale , siège reglable , 1 ère main,  voiture bien entretenu , kilométrage certifié, Prix négociable  Numéro : Afficher le numéro . Disponible a megrine.;;;;2026-08-04;10
Kia Rio mécanique excellent;25000.0;https://www.tayara.tn/item/voitures/tunis/l-aouina/kia-rio-mcanique-excellent/6a71dcf9f1282c6658e35268/;tayara.tn;2026-08-05;2026-08-04;Kia;Rio;2010.0;263000.0;Manuelle;Essence;Tunis;6.0;;;;;;;2026-08-04;10
seat ibiza;28000.0;https://www.tayara.tn/item/voitures/bja/bja/seat-ibiza/6a71e2e8f1282c6658e358d7/;tayara.tn;2026-08-05;2026-08-04;Seat;Ibiza;2011.0;70000.0;Manuelle;Diesel;Béja;5.0;;;voiture avec une tôle en bon état et jamais accidentée  la carrosserie d'origine est intact  sans choc grave ni réparation de peinture majeur moteur changée , nouveau moteur marchée 70 000 km;;;;2026-08-04;10
Volkswagen Golf 7 Lounge 1.2 TSI 16V Blue Motion S&S 86 cv;56000.0;https://www.automobile.tn/fr/occasion/volkswagen/golf-7/128949;automobile.tn;2026-08-05;2026-08-03;Volkswagen;Golf 7;2016.0;160000.0;;Essence;Sousse;5.0;;;2014 Volkswagen Golf 7 Smartline BVM6 42 500 DT Négociable 10/01/2014 TU188 1.2L Essence 5 CV 230 000 KM Échange possible Disponible à notre showroom TUNISIE AUTO PRIX Ezzahra Contactez : 98759655 / 25551771 / 24111140 Ben Arous;;0.0;;2026-08-03;11
BMW Série 3;49000.0;https://www.automobile.tn/fr/occasion/bmw/serie-3/128781;automobile.tn;2026-08-05;2026-08-04;Bmw;Série 3;2012.0;172000.0;;Essence;Monastir;7.0;;;Prix légèrement négociable Tunis;Alarme anti-intrusion | Palettes au volant | Sièges chauffants | Sièges électriques | Toit ouvrant | Accès sans clé | Suspension pneumatique;7.0;;2026-08-04;10
Chery Tiggo 2 Confort 1.5 106 cv;45000.0;https://www.automobile.tn/fr/occasion/chery/tiggo-2/128948;automobile.tn;2026-08-05;2026-08-03;Chery;Tiggo 2;2021.0;66000.0;;Essence;Ariana;6.0;;;Accoudoire et Porte baggage sur toit d'origine ajoutés. N'est pas trop utilisée vu télétravail. Toute entretien est fait chez STA Tunis. Tunis;Android Auto | Apple Carplay | Caméra de recul;3.0;;2026-08-03;11
Peugeot Partner 650 Kg 1.6 L HDI 90ch 90 cv;39900.0;https://www.automobile.tn/fr/occasion/peugeot/partner/128804;automobile.tn;2026-08-05;2026-07-30;Peugeot;Partner;2023.0;87377.0;;Diesel;Sousse;5.0;;;Utilitaire, 5 cv, transmission Traction, Volant réglable hauteur/profondeur Ben Arous;;0.0;;2026-07-30;15
KIA Rio 5p Prestige 1.2 i-CVVT 16V ISG 84 cv;52000.0;https://www.automobile.tn/fr/occasion/kia/rio-5p/128802;automobile.tn;2026-08-05;2026-07-30;Kia;Rio 5p;2022.0;105000.0;;Essence;Nabeul;5.0;;;A vendre KIA RIO 5P 1 2L prestige 1ere main âgée de 4ans. En très bon état très bien entretenue, vidange annuel à la maison. Les caractéristiques en photo N'hésitez pas à me contacter et proposer votre prix. Ariana;Android Auto | Apple Carplay | Caméra de recul;3.0;;2026-07-30;15
DS 3 Sport Chic 1.4 L VTi 95 95 cv;24000.0;https://www.automobile.tn/fr/occasion/ds/3/128799;automobile.tn;2026-08-05;2026-07-30;Ds;3;2013.0;256500.0;;Essence;Tunis;5.0;;;4 pneus + batterie récemment changés 51 380 899 Whatsapp: +33 06 56 87 49 60 Ariana;;0.0;;2026-07-30;15
Jaguar XF Luxe 2.0 Ti 16V 240 cv Boîte auto;55000.0;https://www.automobile.tn/fr/occasion/jaguar/xf/128915;automobile.tn;2026-08-05;2026-08-03;Jaguar;XF;2014.0;182000.0;Automatique;Essence;Tunis;15.0;;;Berline, 15 cv, transmission Propulsion, Accoudoir avant, Accoudoir arrière, Autoradio, Autoradio CD, Autoradio CD/Mp3, Palettes au volant, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, Volant réglable hauteur/profondeur Tunis;Alarme anti-intrusion | Palettes au volant | Sièges électriques | Caméra de recul | Coffre électrique | Accès sans clé;6.0;;2026-08-03;11
Ford Fusion SE 1.2 i Break 75cv;25500.0;https://www.automobile.tn/fr/occasion/ford/fusion/128796;automobile.tn;2026-08-05;2026-07-30;Ford;Fusion;2010.0;168600.0;;Essence;Tunis;5.0;;;2016 Ford Fusion SE 36 000 DT Négociable 14/10/2016 TU192 1.5L Essence 9 CV 225 000 KM (entretien maison) Échange possible Disponible à notre showroom TUNISIE AUTO PRIX Ezzahra Contactez : 98759655 / 25551771 / 24111140 Ben Arous;;0.0;;2026-07-30;15
Hyundai Grand i10 Populaire 1.0 65cv populaire;43000.0;https://www.automobile.tn/fr/occasion/hyundai/grand-i10/128790;automobile.tn;2026-08-05;2026-07-30;Hyundai;Grand i10;2023.0;28500.0;;Essence;Monastir;4.0;;;A vendre hyundai grand i10 première main, 04 cv comme neuf dans son Etat d'origine sans aucune retouche encore sous garantie, entretenue régulièrement chez sa concessionnaire hyundai (factures et carnet d'entretien à l'appui Date de premier circulation : Avril 2024 Kilométrage :14000 km Puissance fiscale : 04 Boîte vitesse : Manuelle Équipements et options *Jantes En aluminium 15 pouces *Système freinage ABS * Airbag frontaux *Connectivite Bluetooth/Aux/USB * Volant multifonction *Antibrouillards *Feux de jour en Led * Direction assistée * Vitre électrique avant et arrière * Climatisation manuelle *Rétroviseur électrique Rabatable Pour plus d'informations : 23 276 300 Tunis;Alarme anti-intrusion;1.0;;2026-07-30;15
Suzuki S-Presso GL 1.0 L 68 cv;28500.0;https://www.automobile.tn/fr/occasion/suzuki/s-presso/128789;automobile.tn;2026-08-05;2026-07-30;Suzuki;S-Presso;2021.0;93000.0;;Essence;Ariana;4.0;;;À vendre Suzuki Spresso Première main 67 mille km Entretien complet maison Suzuki peinture origine Climatisée, assistée et vitres électriques Mise en circulation 10/2020 Prix 29,000 N° 24 27 53 73 Disponible menzah 1 Tunis;;0.0;;2026-07-30;15
Volkswagen Tiguan;100000.0;https://www.automobile.tn/fr/occasion/volkswagen/tiguan/128788;automobile.tn;2026-08-05;2026-07-30;Volkswagen;Tiguan;2026.0;0.0;;Essence;Tunis;8.0;;;SUV, 8 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges sport, Sièges réglables en hauteur, Sièges électriques, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Instrumentation numérique Sfax;Android Auto | Apple Carplay | Instrumentation numérique | Palettes au volant | Sièges chauffants | Sièges électriques | Caméra de recul | Coffre électrique | Toit ouvrant | Toit panoramique | Accès sans clé;11.0;;2026-07-30;15
